Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,"ECONOMIC CLASS: (1,000 TO 2,499 $)  -  <b>VALUE</b>","ECONOMIC CLASS: (1,000 TO 2,499 $)  -  <b>CV (%)</b>","ECONOMIC CLASS: (1,000 TO 9,999 $)  -  <b>VALUE</b>","ECONOMIC CLASS: (1,000 TO 9,999 $)  -  <b>CV (%)</b>","ECONOMIC CLASS: (1,000,000 OR MORE $)  -  <b>VALUE</b>","ECONOMIC CLASS: (1,000,000 OR MORE $)  -  <b>CV (%)</b>","ECONOMIC CLASS: (1,000,000 TO 2,499,999 $)  -  <b>VALUE</b>","ECONOMIC CLASS: (1,000,000 TO 2,499,999 $)  -  <b>CV (%)</b>","ECONOMIC CLASS: (10,000 TO 24,999 $)  -  <b>VALUE</b>","ECONOMIC CLASS: (10,000 TO 24,999 $)  -  <b>CV (%)</b>","ECONOMIC CLASS: (10,000 TO 99,999 $)  -  <b>VALUE</b>","ECONOMIC CLASS: (10,000 TO 99,999 $)  -  <b>CV (%)</b>","ECONOMIC CLASS: (100,000 OR MORE $)  -  <b>VALUE</b>","ECONOMIC CLASS: (100,000 OR MORE $)  -  <b>CV (%)</b>","ECONOMIC CLASS: (100,000 TO 249,999 $)  -  <b>VALUE</b>","ECONOMIC CLASS: (100,000 TO 249,999 $)  -  <b>CV (%)</b>","ECONOMIC CLASS: (2,500 TO 4,999 $)  -  <b>VALUE</b>","ECONOMIC CLASS: (2,500 TO 4,999 $)  -  <b>CV (%)</b>","ECONOMIC CLASS: (25,000 TO 49,999 $)  -  <b>VALUE</b>","ECONOMIC CLASS: (25,000 TO 49,999 $)  -  <b>CV (%)</b>","ECONOMIC CLASS: (250,000 OR MORE $)  -  <b>VALUE</b>","ECONOMIC CLASS: (250,000 OR MORE $)  -  <b>CV (%)</b>","ECONOMIC CLASS: (250,000 TO 499,999 $)  -  <b>VALUE</b>","ECONOMIC CLASS: (250,000 TO 499,999 $)  -  <b>CV (%)</b>","ECONOMIC CLASS: (5,000 TO 9,999 $)  -  <b>VALUE</b>","ECONOMIC CLASS: (5,000 TO 9,999 $)  -  <b>CV (%)</b>","ECONOMIC CLASS: (50,000 TO 99,999 $)  -  <b>VALUE</b>","ECONOMIC CLASS: (50,000 TO 99,999 $)  -  <b>CV (%)</b>","ECONOMIC CLASS: (500,000 OR MORE $)  -  <b>VALUE</b>","ECONOMIC CLASS: (500,000 OR MORE $)  -  <b>CV (%)</b>","ECONOMIC CLASS: (500,000 TO 999,999 $)  -  <b>VALUE</b>","ECONOMIC CLASS: (500,000 TO 999,999 $)  -  <b>CV (%)</b>",NOT SPECIFIED  -  <b>VALUE</b>,NOT SPECIFIED  -  <b>CV (%)</b>
SURVEY,2000,YEAR,,STATE,SOUTH DAKOTA,46,,,,,,,0,,FARM OPERATIONS,"FARM OPERATIONS - AREA OPERATED, MEASURED IN ACRES / OPERATION",TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,358",
SURVEY,2000,YEAR,,STATE,SOUTH DAKOTA,46,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,ECONOMIC CLASS,,,"7,800",,,,,,,,"14,300",,,,"6,800",,,,,,,,"2,400",,,,,,"1,100",,,,,
SURVEY,2000,YEAR,,STATE,SOUTH DAKOTA,46,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"32,400",
SURVEY,2000,YEAR,,STATE,TENNESSEE,47,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,ECONOMIC CLASS,,,"4,800,000",,,,,,,,"3,700,000",,,,"950,000",,,,,,,,"950,000",,,,,,"1,400,000",,,,,
SURVEY,2000,YEAR,,STATE,TENNESSEE,47,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,800,000",
SURVEY,2000,YEAR,,STATE,TENNESSEE,47,,,,,,,0,,FARM OPERATIONS,"FARM OPERATIONS - AREA OPERATED, MEASURED IN ACRES / OPERATION",TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134,
SURVEY,2000,YEAR,,STATE,TENNESSEE,47,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,ECONOMIC CLASS,,,"66,000",,,,,,,,"18,000",,,,"1,950",,,,,,,,"1,200",,,,,,850,,,,,
SURVEY,2000,YEAR,,STATE,TENNESSEE,47,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"88,000",
SURVEY,2000,YEAR,,STATE,TEXAS,48,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,ECONOMIC CLASS,,,"22,000,000",,,,,,,,"45,640,000",,,,"23,500,000",,,,,,,,"16,320,000",,,,,,"23,440,000",,,,,
SURVEY,2000,YEAR,,STATE,TEXAS,48,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"130,900,000",
SURVEY,2000,YEAR,,STATE,TEXAS,48,,,,,,,0,,FARM OPERATIONS,"FARM OPERATIONS - AREA OPERATED, MEASURED IN ACRES / OPERATION",TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,573,
SURVEY,2000,YEAR,,STATE,TEXAS,48,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,ECONOMIC CLASS,,,"155,500",,,,,,,,"56,000",,,,"8,400",,,,,,,,"4,600",,,,,,"3,800",,,,,
SURVEY,2000,YEAR,,STATE,TEXAS,48,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"228,300",
SURVEY,2000,YEAR,,STATE,UTAH,49,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,ECONOMIC CLASS,,,"950,000",,,,,,,,"2,650,000",,,,"2,050,000",,,,,,,,"2,980,000",,,,,,"2,970,000",,,,,
SURVEY,2000,YEAR,,STATE,UTAH,49,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,600,000",
SURVEY,2000,YEAR,,STATE,UTAH,49,,,,,,,0,,FARM OPERATIONS,"FARM OPERATIONS - AREA OPERATED, MEASURED IN ACRES / OPERATION",TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,748,
SURVEY,2000,YEAR,,STATE,UTAH,49,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,ECONOMIC CLASS,,,"9,200",,,,,,,,"4,700",,,,850,,,,,,,,400,,,,,,350,,,,,
SURVEY,2000,YEAR,,STATE,UTAH,49,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,500",
SURVEY,2000,YEAR,,STATE,VERMONT,50,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,ECONOMIC CLASS,,,"380,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SURVEY,2000,YEAR,,STATE,VERMONT,50,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,270,000",
SURVEY,2000,YEAR,,STATE,VERMONT,50,,,,,,,0,,FARM OPERATIONS,"FARM OPERATIONS - AREA OPERATED, MEASURED IN ACRES / OPERATION",TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192,
SURVEY,2000,YEAR,,STATE,VERMONT,50,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,ECONOMIC CLASS,,,"4,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SURVEY,2000,YEAR,,STATE,VERMONT,50,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,600",
SURVEY,2000,YEAR,,STATE,VIRGINIA,51,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,ECONOMIC CLASS,,,"2,800,000",,,,,,,,"3,090,000",,,,"1,100,000",,,,,,,,"820,000",,,,,,"900,000",,,,,
SURVEY,2000,YEAR,,STATE,VIRGINIA,51,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,710,000",
SURVEY,2000,YEAR,,STATE,VIRGINIA,51,,,,,,,0,,FARM OPERATIONS,"FARM OPERATIONS - AREA OPERATED, MEASURED IN ACRES / OPERATION",TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180,
SURVEY,2000,YEAR,,STATE,VIRGINIA,51,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,ECONOMIC CLASS,,,"31,700",,,,,,,,"12,700",,,,"1,800",,,,,,,,"1,200",,,,,,"1,100",,,,,
SURVEY,2000,YEAR,,STATE,VIRGINIA,51,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"48,500",
SURVEY,2000,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,ECONOMIC CLASS,,,"1,660,000",,,,,,,,"2,810,000",,,,"3,190,000",,,,,,,,"2,890,000",,,,,,"5,000,000",,,,,
SURVEY,2000,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,550,000",
SURVEY,2000,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,FARM OPERATIONS,"FARM OPERATIONS - AREA OPERATED, MEASURED IN ACRES / OPERATION",TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420,
SURVEY,2000,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,ECONOMIC CLASS,,,"21,600",,,,,,,,"8,500",,,,"3,100",,,,,,,,"1,900",,,,,,"1,900",,,,,
SURVEY,2000,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"37,000",
SURVEY,2000,YEAR,,STATE,WEST VIRGINIA,54,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,ECONOMIC CLASS,,,"2,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SURVEY,2000,YEAR,,STATE,WEST VIRGINIA,54,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,600,000",
SURVEY,2000,YEAR,,STATE,WEST VIRGINIA,54,,,,,,,0,,FARM OPERATIONS,"FARM OPERATIONS - AREA OPERATED, MEASURED IN ACRES / OPERATION",TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173,
SURVEY,2000,YEAR,,STATE,WEST VIRGINIA,54,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,ECONOMIC CLASS,,,"17,200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SURVEY,2000,YEAR,,STATE,WEST VIRGINIA,54,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20,800",
SURVEY,2000,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,ECONOMIC CLASS,,,"2,900,000",,,,,,,,"4,500,000",,,,"3,900,000",,,,,,,,"2,500,000",,,,,,"2,200,000",,,,,
SURVEY,2000,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16,000,000",
SURVEY,2000,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,FARM OPERATIONS,"FARM OPERATIONS - AREA OPERATED, MEASURED IN ACRES / OPERATION",TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206,
SURVEY,2000,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,ECONOMIC CLASS,,,"36,000",,,,,,,,"23,500",,,,"12,500",,,,,,,,"3,700",,,,,,"1,800",,,,,
SURVEY,2000,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"77,500",
SURVEY,2000,YEAR,,STATE,WYOMING,56,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,ECONOMIC CLASS,,,"3,290,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SURVEY,2000,YEAR,,STATE,WYOMING,56,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"34,500,000",
SURVEY,2000,YEAR,,STATE,WYOMING,56,,,,,,,0,,FARM OPERATIONS,"FARM OPERATIONS - AREA OPERATED, MEASURED IN ACRES / OPERATION",TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,750",
SURVEY,2000,YEAR,,STATE,WYOMING,56,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,ECONOMIC CLASS,,,"3,500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SURVEY,2000,YEAR,,STATE,WYOMING,56,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,200",
SURVEY,1999,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,ECONOMIC CLASS,,,"129,810,000",,,,,,,,"282,565,000",,,,"201,005,000",,,,,,,,"146,245,000",,,,,,"188,835,000",,,,,
SURVEY,1999,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"948,460,000",
SURVEY,1999,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,FARM OPERATIONS,"FARM OPERATIONS - AREA OPERATED, MEASURED IN ACRES / OPERATION",ECONOMIC CLASS,68,,,,"2,055",,"3,903",,,,,,,,"1,069",,127,,,,,,"1,590",,180,,,,,,,,,
SURVEY,1999,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,FARM OPERATIONS,"FARM OPERATIONS - AREA OPERATED, MEASURED IN ACRES / OPERATION",TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434,
SURVEY,1999,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,ECONOMIC CLASS,,,"1,187,390",,,,,,,,"648,710",,,,"188,340",,,,,,,,"90,940",,,,,,"71,900",,,,,
SURVEY,1999,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,187,280",
SURVEY,1999,YEAR,,STATE,ALABAMA,1,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,ECONOMIC CLASS,,,"3,620,000",,,,,,,,"2,900,000",,,,"950,000",,,,,,,,"690,000",,,,,,"1,040,000",,,,,
SURVEY,1999,YEAR,,STATE,ALABAMA,1,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,200,000",
SURVEY,1999,YEAR,,STATE,ALABAMA,1,,,,,,,0,,FARM OPERATIONS,"FARM OPERATIONS - AREA OPERATED, MEASURED IN ACRES / OPERATION",TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192,
SURVEY,1999,YEAR,,STATE,ALABAMA,1,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,ECONOMIC CLASS,,,"34,000",,,,,,,,"9,100",,,,"1,500",,,,,,,,"1,400",,,,,,"2,000",,,,,
SURVEY,1999,YEAR,,STATE,ALABAMA,1,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"48,000",
SURVEY,1999,YEAR,,STATE,ALASKA,2,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,ECONOMIC CLASS,,,"290,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SURVEY,1999,YEAR,,STATE,ALASKA,2,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"910,000",
SURVEY,1999,YEAR,,STATE,ALASKA,2,,,,,,,0,,FARM OPERATIONS,"FARM OPERATIONS - AREA OPERATED, MEASURED IN ACRES / OPERATION",TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,569",
SURVEY,1999,YEAR,,STATE,ALASKA,2,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,ECONOMIC CLASS,,,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SURVEY,1999,YEAR,,STATE,ALASKA,2,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580,
SURVEY,1999,YEAR,,STATE,ARIZONA,4,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,ECONOMIC CLASS,,,"380,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SURVEY,1999,YEAR,,STATE,ARIZONA,4,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"27,000,000",
SURVEY,1999,YEAR,,STATE,ARIZONA,4,,,,,,,0,,FARM OPERATIONS,"FARM OPERATIONS - AREA OPERATED, MEASURED IN ACRES / OPERATION",TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,477",
SURVEY,1999,YEAR,,STATE,ARIZONA,4,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,ECONOMIC CLASS,,,"7,500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SURVEY,1999,YEAR,,STATE,ARIZONA,4,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,900",
SURVEY,1999,YEAR,,STATE,ARKANSAS,5,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,ECONOMIC CLASS,,,"2,800,000",,,,,,,,"3,400,000",,,,"1,750,000",,,,,,,,"2,400,000",,,,,,"4,300,000",,,,,
SURVEY,1999,YEAR,,STATE,ARKANSAS,5,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,650,000",
SURVEY,1999,YEAR,,STATE,ARKANSAS,5,,,,,,,0,,FARM OPERATIONS,"FARM OPERATIONS - AREA OPERATED, MEASURED IN ACRES / OPERATION",TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,
SURVEY,1999,YEAR,,STATE,ARKANSAS,5,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,ECONOMIC CLASS,,,"26,700",,,,,,,,"11,800",,,,"3,200",,,,,,,,"3,500",,,,,,"3,300",,,,,
SURVEY,1999,YEAR,,STATE,ARKANSAS,5,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"48,500",
SURVEY,1999,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,ECONOMIC CLASS,,,"2,800,000",,,,,,,,"7,000,000",,,,"4,150,000",,,,,,,,"3,100,000",,,,,,"11,050,000",,,,,
SURVEY,1999,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"28,100,000",
SURVEY,1999,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,FARM OPERATIONS,"FARM OPERATIONS - AREA OPERATED, MEASURED IN ACRES / OPERATION",TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331,
SURVEY,1999,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,ECONOMIC CLASS,,,"39,800",,,,,,,,"25,000",,,,"7,700",,,,,,,,"4,400",,,,,,"8,100",,,,,
SURVEY,1999,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"85,000",
SURVEY,1999,YEAR,,STATE,COLORADO,8,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,ECONOMIC CLASS,,,"3,800,000",,,,,,,,"10,200,000",,,,"7,000,000",,,,,,,,"5,000,000",,,,,,"5,900,000",,,,,
SURVEY,1999,YEAR,,STATE,COLORADO,8,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"31,900,000",
SURVEY,1999,YEAR,,STATE,COLORADO,8,,,,,,,0,,FARM OPERATIONS,"FARM OPERATIONS - AREA OPERATED, MEASURED IN ACRES / OPERATION",TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,063",
SURVEY,1999,YEAR,,STATE,COLORADO,8,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,ECONOMIC CLASS,,,"15,200",,,,,,,,"10,000",,,,"2,500",,,,,,,,"1,200",,,,,,"1,100",,,,,
SURVEY,1999,YEAR,,STATE,COLORADO,8,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30,000",
SURVEY,1999,YEAR,,STATE,CONNECTICUT,9,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,ECONOMIC CLASS,,,"140,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SURVEY,1999,YEAR,,STATE,CONNECTICUT,9,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"370,000",
SURVEY,1999,YEAR,,STATE,CONNECTICUT,9,,,,,,,0,,FARM OPERATIONS,"FARM OPERATIONS - AREA OPERATED, MEASURED IN ACRES / OPERATION",TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,
SURVEY,1999,YEAR,,STATE,CONNECTICUT,9,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,ECONOMIC CLASS,,,"2,850",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SURVEY,1999,YEAR,,STATE,CONNECTICUT,9,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,250",
SURVEY,1999,YEAR,,STATE,DELAWARE,10,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,ECONOMIC CLASS,,,"40,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SURVEY,1999,YEAR,,STATE,DELAWARE,10,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"570,000",
SURVEY,1999,YEAR,,STATE,DELAWARE,10,,,,,,,0,,FARM OPERATIONS,"FARM OPERATIONS - AREA OPERATED, MEASURED IN ACRES / OPERATION",TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219,
SURVEY,1999,YEAR,,STATE,DELAWARE,10,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,ECONOMIC CLASS,,,960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SURVEY,1999,YEAR,,STATE,DELAWARE,10,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,600",
SURVEY,1999,YEAR,,STATE,FLORIDA,12,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,ECONOMIC CLASS,,,"1,800,000",,,,,,,,"2,400,000",,,,"1,250,000",,,,,,,,"850,000",,,,,,"4,200,000",,,,,
SURVEY,1999,YEAR,,STATE,FLORIDA,12,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,500,000",
SURVEY,1999,YEAR,,STATE,FLORIDA,12,,,,,,,0,,FARM OPERATIONS,"FARM OPERATIONS - AREA OPERATED, MEASURED IN ACRES / OPERATION",TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233,
SURVEY,1999,YEAR,,STATE,FLORIDA,12,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,ECONOMIC CLASS,,,"28,800",,,,,,,,"11,000",,,,"2,200",,,,,,,,"1,100",,,,,,"1,900",,,,,
SURVEY,1999,YEAR,,STATE,FLORIDA,12,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"45,000",
